"Category","RGS","AC","PValue","Bonferroni"
"Unassigned",117,6343,2.84443541035801e-05,0.00221865962007925
"Proteolysis proteasome: E3",20,590,5.6808356380499e-05,0.00443105179767892
"Metabolism: lipid",18,526,0.000113709423658937,0.00886933504539709
"Extracellular material: collagen",10,184,0.00011437366383821,0.00892114577938038
